Workspace	Bucket Name	Discovery Count	Family Count	Participant Count	Sample Count	Subject Count	File Size
AnVIL_CCDG_NYGC_NP_Autism_CAG_DS_WGS	fc-secure-9472fed0-5f8d-4a1c-a778-9ae44d90462d	0	0	734	734	0	13389083766748
AnVIL_CCDG_Broad_NP_Epilepsy_CYPCYP_HMB_NPU_MDS_WES	fc-secure-94c90c12-376d-419a-96d9-ed37e1b1a5bb	0	0	148	148	0	259657547963
AnVIL_CSER_CHARM	fc-secure-957b7ac5-293b-4be4-b7ce-d0452c1c9f38	0	0	0	0	0	4357460577560
ANVIL_CMG_Yale_GRU	fc-secure-95f51891-4082-405c-8373-457ce9fd0bce	0	759	1716	1731	0	1537799768064
AnVIL_ccdg_asc_ndd_daly_talkowski_palotie_asd_exome	fc-secure-977aa72f-e9ce-4fb6-b32b-c675b4ef25d5	0	0	153	153	0	211093424378
AnVIL_CCDG_Broad_CVD_AFib_Intermountain_WGS	fc-secure-97f7b2db-e05f-4ac4-af27-6156169ca00a	0	0	464	464	0	9065350246950
AnVIL_ccdg_asc_ndd_daly_talkowski_kolevzon_asd_exome	fc-secure-980cd412-6b18-480a-b2f2-ad1543c06a91	0	0	1160	1160	0	1540427208672
AnVIL_NIMH_Broad_WGSPD1_McCarroll_Pato_GRU_10XLRGenomes	fc-secure-9850659f-c618-48d9-ae39-87ca3a860337	0	0	0	368	355	21733688032409
AnVIL_CCDG_Broad_NP_Epilepsy_AUSAUS_EP_BA_CN_ID_MDS_WES	fc-secure-986229e0-ac72-420d-bf0e-aa14dea63a05	0	0	1468	1468	0	2480781476288
AnVIL_CCDG_Broad_NP_Epilepsy_USAFEB_GRU_WES	fc-secure-98a7c433-bacc-44fd-96f6-faed04dd1c96	0	0	31	31	0	56408799251
AnVIL_CMG_Broad_Muscle_Beggs_WGS	fc-secure-9ada5f40-88a5-413a-971e-8feb61f4030c	0	0	0	0	0	833222286290
AnVIL_ccdg_asc_ndd_daly_talkowski_hertz-picciotto_asd_exome	fc-secure-9befa92f-ef34-4fcf-8df5-d085656e26dd	0	0	1537	1537	0	2564855855194
AnVIL_CCDG_Broad_NP_Epilepsy_AUSAUS_EPIL_BA_MDS_WES	fc-secure-9c348df7-4da1-428a-a785-e06db3a9f208	0	0	11	11	0	20793895475
AnVIL_CMG_Broad_Orphan_Manton_WES	fc-secure-9cd5bace-0607-49c0-b62c-837aa8cf195d	452	452	0	452	452	1080960370342
AnVIL_CMG_BaylorHopkins_HMB-IRB-NPU_WES	fc-secure-9defae14-71f1-4096-a992-e24684ac890d	0	0	0	807	804	3218772088177
AnVIL_CCDG_Broad_NP_Epilepsy_TWNCGM_HMB-NPU-ADULTS_WES	fc-secure-9f2f0267-2df4-44e9-a6ae-dd1d3a43cca5	0	0	874	874	0	1097379639500
AnVIL_CCDG_Broad_NP_Epilepsy_USAUPN_Rader_GRU_WES	fc-secure-a065288d-5bb4-441c-95e9-0ffb20a6cf40	0	0	349	349	0	532372992986
AnVIL_CMG_Broad_Stillbirth_Wilkins-Haug_WES	fc-secure-a2e2fde7-7ad6-4576-a1b5-004d61faa344	0	0	0	0	0	0
AnVIL_CCDG_Broad_NP_Epilepsy_USAMGH_HMB_MDS_WES	fc-secure-a473f80e-97a6-4c19-bd68-e37266efb44d	0	0	20	20	0	18056654987
AnVIL_CCDG_Baylor_CVD_Ventura_Presto_GRU-IRB_WGS	fc-secure-a4bc968d-87fa-46d8-8716-76f70e5c6415	0	0	584	584	0	9906352590667
AnVIL_eMERGE_GWAS	fc-secure-a523ce7e-6a39-4bd0-9b4e-85ddc20ff9cc	0	0	105108	105108	0	73425718544527
ANVIL_CMG_YALE_DS-MC	fc-secure-a65d8f5d-554d-43ab-9033-6c095936868b	0	289	0	747	741	541687061875
AnVIL_CCDG_Baylor_CVD_HemStroke_GERFHS_HMB_WGS	fc-secure-a6c8533c-8111-4986-8621-0b6c633deff6	0	0	412	412	0	7335547229444
anvil_ccdg_broad_ai_ibd_daly_mcgovern_share_wes	fc-secure-a8750614-42be-42b6-886e-15c284847bdd	0	0	486	486	0	15552
AnVIL_CCDG_NYGC_NP_Autism_TASC_WGS	fc-secure-a8d262fb-151c-4c3d-ac09-7957a168fd5e	0	0	0	905	905	22816547738971
AnVIL_CCDG_WashU_CVD_EOCAD_Emory_WGS	fc-secure-a941f3d7-5afc-4886-a4ab-c9d6a6459b1f	0	0	430	430	0	8791866978729
AnVIL_CCDG_Broad_NP_Epilepsy_USACRW_DS_EP_MDS_WES	fc-secure-ab235723-ed31-4242-b5ab-23c177a0e79c	0	0	326	326	0	606841802222
anvil_ccdg_broad_ai_ibd_daly_xavier_share_wes	fc-secure-abc7f058-0260-4e82-a911-abfec3dcb676	0	0	732	732	0	671110471944
AnVIL_CCDG_Broad_NP_Epilepsy_KENKIL_GRU_WES	fc-secure-ac202043-c5ef-4fb7-8ccb-62a274c1b8ec	0	0	448	448	0	391827933334
anvil_ccdg_broad_ai_ibd_daly_moayyedi_imagine_wes	fc-secure-ac588f86-da2d-4a92-9f45-be2aeedd5fac	0	0	1301	1301	0	1075250409496
AnvilArraysTestWorkspace	fc-secure-ad0c7e3c-6ac2-43fb-9997-935ff0a50daf	0	0	1	0	0	0
AnVIL_CCDG_NYGC_NP_Autism_SEARCHLIGHT_DS_WGS	fc-secure-ad3b9ebd-9a6e-490a-81a0-bda548231ed8	0	0	389	389	0	6497698868158
AnVIL_CCDG_Broad_CVD_AFib_UCSF_WGS	fc-secure-ad9305f6-4693-4b75-a64a-e9317b40abac	0	0	112	112	0	2405301745472
AnVIL_CCDG_Broad_NP_Epilepsy_USAEGP_GRU_WES	fc-secure-adba6cb8-c49c-405b-af7b-9980e4a9d36a	0	0	127	127	0	206166617069
AnVIL_CMG_Broad_Brain_Engle_WGS	fc-secure-af14316e-6153-4aa0-b051-991daf7690ba	0	0	95	95	0	1792146771906
AnVIL_CCDG_Baylor_CVD_TexGen_DS_WGS	fc-secure-af8f60c0-6264-407d-ac9d-2da74d7f8a57	0	0	6461	6461	0	112425921576970
AnVIL_CCDG_Broad_AI_IBD_McCauley_WGS	fc-secure-afbf7a91-d826-4227-893f-f4a0dbee5cfa	0	0	913	913	0	11529327525489
AnVIL_ccdg_asc_ndd_daly_talkowski_pericak-vance_asd_exome_	fc-secure-b2669acd-7139-464f-af53-af7215c068aa	0	0	108	108	0	170621745952
AnVIL_ccdg_asc_ndd_daly_talkowski_weiss_asd_exome	fc-secure-b2f4e185-a21a-434a-9494-d1fabaaaf7c0	0	0	41	41	0	43973579061
anvil_ccdg_broad_ai_ibd_daly_lira_share_wes	fc-secure-b31156cd-4993-4f69-a8f4-9a99c2697965	0	0	55	55	0	94034986757
AnVIL_CMG_Broad_Heart_PCGC-Tristani_WGS	fc-secure-b3403ba6-aa05-40b0-99ba-2d465d711775	79	79	0	79	79	1261990682080
AnVIL_ccdg_asc_ndd_daly_talkowski_pericak-vance_asd_wgs	fc-secure-b39f3519-3601-46b6-b7bc-dedddbfd7306	0	0	295	295	0	5220611385361
anvil_ccdg_broad_daly_igsr_1kg_twist_wes	fc-secure-b41964ad-0c8a-47da-8504-f8636ff3d318	0	0	669	669	0	566434939085
AnVIL_CCDG_Broad_AI_IBD_Kugathasan_WGS	fc-secure-b4316f22-8920-4b86-a8cd-2a4a7b356f0d	0	0	1351	1351	0	17285395760903
AnVIL_CCDG_NYGC_NP_Autism_ACE2_GRU-MDS_WGS	fc-secure-b6e37dad-6d9c-49b3-ba96-042a7de9f47c	0	0	0	839	839	17393217299044
AnVIL_CMG_Broad_Kidney_Pollak_WES	fc-secure-b70f8e79-a3c6-4a0a-916a-be77d77db610	0	0	147	147	0	254747397415
AnvilArraysWorkspace	fc-secure-b79d3b99-7d76-4c3b-af85-607214cad5c8	0	0	1	1	0	905793397
AnVIL_CCDG_Baylor_CVD_HemStroke_GOCHA_DS_WGS	fc-secure-b94a3f83-a0ad-4850-a05a-8736eb893577	0	0	1093	1093	0	18972041361269
AnVIL_CCDG_Broad_NP_Epilepsy_USACRW_DS_SEIZD_WES	fc-secure-b9906df4-3012-4c7b-a008-3c5708885971	0	0	152	152	0	309995762228
AnVIL_CCDG_Broad_NP_Epilepsy_USACCF_HMB-MDS_GSA-MD	fc-secure-b9f24f68-e734-4e8c-9f7b-0c6ef659aed6	0	0	111	111	0	19861507956
AnVIL_CCDG_WashU_CVD_MultiEthnic_WGS	fc-secure-bae8180f-5cb1-4f57-b480-79ba9cfdd90e	0	0	7319	7319	0	77232382333381
AnVIL_CMG_Yale_HMB	fc-secure-bb7de72b-c51a-44a2-b275-c47b0650a65f	0	123	0	124	124	86479121477
AnVIL_CMG_Broad_Orphan_Scott_WES	fc-secure-bc05aae4-fc19-427f-bbbf-da1cd17618b0	0	0	236	237	0	309957844419
AnVIL_CCDG_Broad_NP_Epilepsy_USAMON_GRU_NPU_WES	fc-secure-bcc5d428-aed0-4814-aefc-f717b97d5106	0	0	1	1	0	1506931880
ANVIL_CCDG_Broad_CVD_EOCAD_PROMIS_ARRAY	fc-secure-bd285ba8-8251-485b-af6e-5099af815dfd	0	0	0	0	0	0
AnVIL_CCDG_Broad_NP_Epilepsy_ZAFAGN_DS-EPI-COMO-MDS_WES	fc-secure-bd923846-0b8b-4018-8706-44b2a8e213b4	0	0	503	503	0	450194782493
AnVIL_CCDG_Baylor_CVD_EOCAD_BioMe_WGS	fc-secure-be0617df-a95e-468c-a83d-37b1c4fae931	0	0	1201	1201	0	26229218761237
anvil_nhgri_broad_ibd_daly_turner_wes	fc-secure-bee7792c-ef35-478d-a9bb-c8f2054c335c	0	0	155	155	0	317097306235
AnVIL_ccdg_asc_ndd_daly_talkowski_goethe_asd_exome	fc-secure-bf34568b-1c38-4c43-8a21-59630b969553	0	0	2111	2111	0	2554097853906
AnVIL_CMG_Broad_Muscle_KNC_WES	fc-secure-bfb5d49c-a806-4c02-b1fe-51b64fc68ad6	44	44	0	44	44	122522162802
AnVIL_CCDG_Broad_NP_Epilepsy_HRVUZG_HMB_MDS_WES	fc-secure-bfe6497b-69a1-4917-8a7b-c9bd36cb4ae4	0	0	36	36	0	63988975893
AnVIL_CMG_Broad_Heart_Seidman_WES	fc-secure-bff96058-f8a8-40c2-808d-2b3627fb995f	129	129	0	129	129	223373423728
AnVIL_NIMH_Broad_ConvergentNeuro_McCarroll_Eggan_CIRM_GRU_WGS	fc-secure-c0ec29b0-a7f4-4090-a479-fe826e0aeed1	0	0	299	303	0	5304560467816
Anvil_Test_Workspace	fc-secure-c1027c43-5f57-4e42-bb1a-3f48f20595dd	0	0	11	13	0	76741080230
AnVIL_CCDG_NYGC_NP_Alz_WHICAP_WGS	fc-secure-c327926b-a5aa-4b40-93b8-e092fa116e88	0	0	0	148	148	3648823861593
anvil_ccdg_broad_ai_ibd_daly_xavier_prism_wes	fc-secure-c40af798-8afc-4ab3-9b66-946955811d3b	0	0	2753	2753	0	4964213264337
AnVIL_CCDG_WashU_CVD-NP-AI_Controls_VCControls_WGS	fc-secure-c5377331-3721-4e3b-b8d0-03715d9b428a	0	0	112	112	0	2646627569381
AnVIL_ccdg_asc_ndd_daly_talkowski_mcpartland_asd_exome	fc-secure-c53831f7-0431-44e5-abe6-308270690c3b	0	0	518	518	0	512226488760
AnVIL_CCDG_WashU_CVD_Corogene_WGS	fc-secure-c53f7f30-6128-4fbc-8ae4-2559a8dbc752	0	0	547	547	0	8973215163257
AnVIL_CCDG_NYGC_NP_Autism_HMCA_WGS	fc-secure-c7ffba40-1140-4c5e-8336-8032b7ec5f9e	0	0	0	724	724	17218986302449
AnVIL_CMG_Broad_Muscle_Bonnemann_WGS	fc-secure-c958fc6e-d4cf-42dd-b15a-271045adcd02	94	94	0	94	94	1646604320498
AnVIL_ccdg_asc_ndd_daly_talkowski_hertz-picciotto_asd_wgs	fc-secure-c96f6079-de25-4367-ae8b-1676f1898309	0	0	65	65	0	1052292887701
Workspace_JK	fc-secure-cafb08fa-4f13-4207-8b1d-70e0abd9eb8b	0	0	0	0	0	0
AnVIL_ccdg_asc_ndd_daly_talkowski_persico_asd_exome	fc-secure-cb3eeabf-f0ef-497e-9bc6-b5a27be4fec2	0	0	526	526	0	820082620428
AnVIL_CCDG_Broad_CVD_EOCAD_PROMIS_WGS	fc-secure-cbf1f8fb-8185-46c9-9034-63073cbe7be7	0	0	1136	1136	0	15575714465310
AnVIL_CCDG_Broad_CVD_AF_PEGASUS_HMB	fc-secure-ccca1171-d3ee-42b3-8df8-aca336279cf3	0	0	7483	7483	0	6368930474406
AnVIL_CCDG_Broad_NP_Epilepsy_JPNFKA_GRU_WES	fc-secure-ce2baa61-748a-4dbc-a929-f256721b59b2	0	0	368	368	0	598491562119
AnVIL_CCDG_Baylor_CVD_HHRC_Brownsville_GRU_WGS	fc-secure-ced72bfc-ed3b-4ffe-838c-0d4ccc7abfd1	0	0	276	276	0	5017683051547
AnVIL_ccdg_asc_ndd_daly_talkowski_brusco_asd_exome	fc-secure-d157fd3c-57ff-4640-a084-cecda832e575	0	0	2231	2231	0	2872964449072
AnVIL_CCDG_NYGC_NP_Autism_GASD_GRU_WGS	fc-secure-d24a56f9-7a81-48b7-b1be-1d0e0ae0ac06	0	0	392	392	0	6321310685595
anvil_ccdg_broad_ai_ibd_daly_hyams_protect_wes	fc-secure-d2c84e56-8f0d-420a-96a4-942e92009433	0	0	418	418	0	359926764987
AnVIL_NIMH_Broad_WGSPD1_McCarroll_Braff_DS_WGS	fc-secure-d464ac64-ee30-4105-a70b-6e3cc29cbde9	0	0	864	864	0	20118317105472
AnVIL_CCDG_Broad_CVD_AFib_Vanderbilt-Ablation_WGS	fc-secure-d51e93aa-adc1-4628-a6f2-e0dd1f0900c8	0	0	2	2	0	39808202957
AnVIL_CCDG_Broad_AI_IBD_Brant_HMB_WGS	fc-secure-d55d1c0c-b1e3-42e9-b452-20a81be1f84a	0	0	904	904	0	12435798516156
AnVIL_CCDG_WashU_CVD_WHI_WGS	fc-secure-d6b2ec0c-a216-4bc7-b1b3-be527db39d9a	0	0	886	886	0	9771282339568
AnVIL_CMG_Broad_Muscle_Bonnemann_WES	fc-secure-d7023612-d298-4f2b-b6bb-a1ea0524462a	253	253	0	253	253	84950890461
AnVIL_NIMH_Broad_ConvergentNeuro_McCarroll_Eggan_Finkel_SMA_DS_WGS	fc-secure-d72b37f0-4431-48bf-b8f0-95b745deadbc	0	0	1	1	0	19527994124
AnVIL_ccdg_asc_ndd_daly_talkowski_parellada_asd_exome	fc-secure-d7a002ea-7e1e-45fd-8e76-456fce471f17	0	0	2824	2824	0	4292531288861
AnVIL_ccdg_asc_ndd_daly_talkowski_IBIS_asd_exome	fc-secure-d87970dd-adb0-4b99-a204-ae6fbd457d12	0	0	237	237	0	217339947601
AnVIL_CCDG_Broad_CVD_EOCAD_PartnersBiobank_HMB_Arrays	fc-secure-d89414d1-3705-4720-8632-fd35669391da	0	0	13152	13152	0	3463298173226
AnVIL_CCDG_Broad_CVD_PROMIS_GRU_WES	fc-secure-d8de1fe3-972d-480f-a8a8-2bbc251add30	0	0	16808	16808	0	30546581987419
AnVIL_NIMH_Broad_WGSPD1_McCarroll_Braff_DS_10XLRGenomes	fc-secure-d9b63011-afd3-4f3d-860c-13593bb1c55f	0	0	0	187	187	11591250931263
AnVIL_PAGE_SoL_HMB_WGS	fc-secure-d9fd78a9-5fd1-41e7-85b4-10c32f5149e1	0	0	213	213	0	5006684666289
AnVIL_CMG_Broad_Orphan_Manton_WGS	fc-secure-da00680d-3e1e-49a1-ba71-82ca679a7b7f	43	43	0	43	43	755529116321
anvil_ccdg_broad_ai_ibd_daly_chen_wes	fc-secure-dae591de-00ad-478c-9440-88034a1b8cb9	0	0	21	21	0	18184879396
AnVIL_CCDG_Broad_NP_Epilepsy_NZLUTO_EPIL_BC_ID_MDS_WES	fc-secure-dccff364-c2ff-42df-8c8e-f979a0472c11	0	0	224	224	0	352082450996
AnVIL_CCDG_Broad_NP_Epilepsy_USAMON_GRU_WES	fc-secure-de72ef13-9b7f-44db-9428-5df489d327ce	0	0	169	169	0	228696314398
AnVIL_GTEx_V7_hg19	fc-secure-df207337-4a16-42fd-b715-50fa52d393b0	0	0	729	11688	0	48229025031034
AnVIL_CCDG_Broad_NP_Epilepsy_GBRUNL_EP_ETIOLOGY_MDS_WES	fc-secure-e0034430-99a3-4dde-99d3-a2330cd90f19	0	0	458	458	0	921433884338
AnVIL_CCDG_Broad_CVD_Stroke_BRAVE_WGS	fc-secure-e14b3e8e-156e-4264-b8f2-43664206ca0c	0	0	496	496	0	6338941541006
AnVIL_CCDG_WashU_CVD_EOCAD_Emerge_WGS	fc-secure-e40316e1-165b-44ae-82cb-7136c37aacdb	0	0	277	277	0	5524496789184
AnVIL_CMG_Yale_HMB-GSO	fc-secure-e4285fd8-92c5-43e1-96b7-c6c092a6c19f	0	2341	0	4263	4227	3617994591656
AnVIL_CCDG_Broad_NP_Epilepsy_USACCF_HMB-MDS_WES	fc-secure-e4b45d7c-3fee-479f-83e9-8c85312cb8da	0	0	336	336	0	389214376427
AnVIL_ccdg_asc_ndd_daly_talkowski_minshew_asd_exome	fc-secure-e5676c90-7028-4b68-b620-c6944514d52c	0	0	239	239	0	380360375486
AnVIL_CMG_Broad_Blood_Fleming_WES	fc-secure-e64f388d-9f45-4833-b118-6aaa0e62adb2	0	0	0	0	0	0
AnVIL_CCDG_WashU_CVD_EOCAD_Duke_WGS	fc-secure-e66447ae-c1b8-4a5b-a3e6-2bed1ca59d8f	0	0	1051	1051	0	21826279922411
AnVIL_CCDG_Broad_NP_Epilepsy_GBRUCL_DS_EARET_MDS_WES	fc-secure-e92b8081-5e6a-440c-af83-4d428f505529	0	0	684	684	0	1252672251359
anvil_ccdg_broad_ai_ibd_daly_franchimont_wes	fc-secure-e99706c4-48f9-4a69-baf4-70d1c5eaac5c	0	0	2848	2848	0	4012951839644
AnVIL_CCDG_Broad_CVD_EOCAD_PartnersBiobank_HMB_WES	fc-secure-ead0ff8d-eee9-4299-bb54-8404ffe9fa22	0	0	13332	13332	0	12920623958423
AnVIL_CMG_Broad_Muscle_Ravenscroft_WES	fc-secure-ec1b4053-dd9e-4fb6-8939-5910477d4ec6	35	35	0	35	35	49842770662
AnVIL_CCDG_WashU_CVD_EOCAD_Cleveland_WGS	fc-secure-ec1e8941-0ccb-41db-bc39-1ddf558a06c2	0	0	348	348	0	6893801040512
AnVIL_CCDG_NYGC_NP_Autism_SPARK_GRU_WGS	fc-secure-ec3a8ac1-4929-4338-8a2f-487c6fa6a218	0	0	12622	12622	0	259518187709630
AnVIL_CCDG_Broad_CVD_AFib_Duke_WGS	fc-secure-ed4bfb0f-b490-4523-bb2d-af58735df6ab	0	0	123	123	0	2558162665102
AnVIL_CCDG_Broad_NP_Epilepsy_USAMON_GRU_GSRS_WES	fc-secure-ed823158-2149-493f-80d0-ff066cb14a85	0	0	21	21	0	19924636025
AnVIL_CCDG_Broad_NP_Epilepsy_USAVANcontrols_HMB-GSO_WES	fc-secure-ee694ec4-cb3d-441d-95f7-e6d586419484	0	0	1971	1971	0	1720335267403
AnVIL_CMG_Broad_Orphan_VCGS-White_WGS	fc-secure-efe57a60-2421-405d-85f4-90d5af86e30b	66	66	0	66	66	1102854537086
AnVIL_CCDG_TOPMed_WashU_CVD_Afib_Penn_WGS	fc-secure-f012c96e-3e1b-4a9a-800b-bde7ed486f98	0	0	482	482	0	9363720106731
AnVIL_CCDG_NYGC_NP_Autism_AGRE_WGS	fc-secure-f20281f0-d586-432c-b790-b44eb5098d01	0	0	0	4601	4601	106069350754563
AnVIL_CCDG_NYGC_NP_Autism_AFS_DS_WGS	fc-secure-f26bf965-6554-4da5-ac6d-d04ea7d604b7	0	0	729	729	0	11682257064210
AnVIL_CMG_Broad_Muscle_Myoseq_WGS	fc-secure-f2f4cf5f-bda3-4608-89b4-0c218f6dc6e8	10	10	0	10	10	186202803603
AnVIL_CCDG_Baylor_CVD_ARIC	fc-secure-f5d884c0-a24c-46e6-8c29-cad7f5b158c7	0	0	8975	8975	0	230443694697026
AnVIL_CMG_Broad_Muscle_Kang_WGS	fc-secure-f71ce5b2-bdd4-461b-a7fd-833d9c9a6b85	2	2	0	2	2	37498621289
AnVIL_CCDG_Baylor_CVD_AFib_Groningen_WGS	fc-secure-f7f06a5e-1c5f-4d2e-b195-dd668d9d4b55	0	0	639	639	0	13924063945161
anvil_ccdg_broad_ai_ibd_daly_stampfer_wes	fc-secure-fba19c6f-984e-4616-b253-6d9e6ea5cec5	0	0	1489	1489	0	1412838716524
AnVIL_CMG_Broad_Eye_Pierce_WGS	fc-secure-fc0f573c-c14b-4a98-8e94-b8728fd2a1a1	35	35	0	35	35	637404103947
Anvil_Test_Workspace_2	fc-secure-fc894ed3-ee24-4a83-8027-7d5cc1f6d467	0	0	1	3	0	55961864083
AnVIL_CCDG_Broad_NP_Epilepsy_USAHEP_GRU_WES	fc-secure-fd756575-ba39-4893-8b85-b6dfbb376f3b	0	0	201	201	0	339474866486
AnVIL_CCDG_Broad_MI_UnivUtah_DS_CVD_WES	fc-secure-fdaa7a52-520b-461b-a2d2-e31bf92e8e86	0	0	1471	1471	0	2509519124352
AnVIL_CCDG_Broad_NP_Epilepsy_ITAICB_HMB_NPU_MDS_WES	fc-secure-fe950bf8-0470-4329-b8c9-8a42d0dd619d	0	0	340	340	0	486563180096
AnVIL_CCDG_Broad_Deposit	fc-secure-fed5fb07-71d5-4878-bdaf-6432fab9face	0	0	0	0	0	0
AnVIL_GTEx_V8_hg38	fc-secure-ff8156a3-ddf3-42e4-9211-0fd89da62108	0	0	979	17382	0	182135796822948
AnVIL_CCDG_Baylor_CVD_HemStroke_Regards_DS_WGS	fc-secure-ffc72fe8-aa14-4a33-81a8-6bd0f269f834	0	0	121	121	0	2166484466172
